config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
gcc-release,sqrt,matrix,500000,500000,short,after,3,65.9691,20.6387,16579006819884432526,248120
gcc-release,sqrt,matrix,500000,500000,short,before,3,78.7495,20.2084,16579006819884432526,306124
gcc-release,sqrt,matrix,500000,500000,short,before,4,69.1847,19.625,16579006819884432526,304688
gcc-release,sqrt,matrix,500000,500000,short,after,4,55.1058,20.603,16579006819884432526,247972
gcc-release,sqrt,matrix,500000,500000,short,after,5,54.2553,20.6499,16579006819884432526,247592
gcc-release,sqrt,matrix,500000,500000,short,before,5,68.393,19.8338,16579006819884432526,306040
gcc-release,sqrt,matrix,500000,100,random,before,0,86.82,0.013318,17864546153195454504,300648
gcc-release,sqrt,matrix,500000,100,random,after,0,91.9953,0.013157,17864546153195454504,243816
gcc-release,sqrt,matrix,500000,100,random,after,1,55.4176,0.012225,17864546153195454504,243856
gcc-release,sqrt,matrix,500000,100,random,before,1,67.0729,0.011455,17864546153195454504,301472
gcc-release,sqrt,matrix,500000,100,random,before,2,73.3361,0.011501,17864546153195454504,301556
gcc-release,sqrt,matrix,500000,100,random,after,2,53.6882,0.01273,17864546153195454504,243488
gcc-release,sqrt,matrix,500000,100,random,after,3,52.2026,0.009656,17864546153195454504,243860
gcc-release,sqrt,matrix,500000,100,random,before,3,66.4092,0.010316,17864546153195454504,300508
gcc-release,sqrt,matrix,500000,100,random,before,4,65.2515,0.011464,17864546153195454504,302520
gcc-release,sqrt,matrix,500000,100,random,after,4,51.0686,0.01081,17864546153195454504,244280
gcc-release,sqrt,matrix,500000,100,random,after,5,53.3476,0.010705,17864546153195454504,243664
gcc-release,sqrt,matrix,500000,100,random,before,5,70.7186,0.010835,17864546153195454504,302396
gcc-release,dst,min,500000,500000,random,before,0,29.5099,7.24689,14290619282437651446,89160
gcc-release,dst,min,500000,500000,random,after,0,27.6078,8.2131,14290619282437651446,85228
gcc-release,dst,min,500000,500000,random,after,1,27.6697,6.24656,14290619282437651446,85288
gcc-release,dst,min,500000,500000,random,before,1,29.3868,8.1549,14290619282437651446,89196
gcc-release,dst,min,500000,500000,random,before,2,43.3927,7.43527,14290619282437651446,89264
gcc-release,dst,min,500000,500000,random,after,2,27.3528,7.38251,14290619282437651446,85292
gcc-release,dst,min,500000,500000,random,after,3,27.2378,7.73029,14290619282437651446,85272
gcc-release,dst,min,500000,500000,random,before,3,29.0935,7.83577,14290619282437651446,89104
gcc-release,dst,min,500000,500000,random,before,4,29.2278,7.35758,14290619282437651446,89148
gcc-release,dst,min,500000,500000,random,after,4,28.5547,9.27966,14290619282437651446,85256
gcc-release,dst,min,500000,500000,random,after,5,27.1841,7.79945,14290619282437651446,85200
gcc-release,dst,min,500000,500000,random,before,5,30.1816,7.78217,14290619282437651446,89188
gcc-release,dst,min,500000,500000,short,before,0,28.6044,7.06383,8297229813448507998,89152
gcc-release,dst,min,500000,500000,short,after,0,27.6214,7.07613,8297229813448507998,85136
gcc-release,dst,min,500000,500000,short,after,1,27.4799,7.41278,8297229813448507998,85260
gcc-release,dst,min,500000,500000,short,before,1,29.2641,8.12325,8297229813448507998,89208
gcc-release,dst,min,500000,500000,short,before,2,29.8351,6.83508,8297229813448507998,89204
gcc-release,dst,min,500000,500000,short,after,2,28.7647,7.2792,8297229813448507998,85252
gcc-release,dst,min,500000,500000,short,after,3,27.027,7.40502,8297229813448507998,85312
gcc-release,dst,min,500000,500000,short,before,3,29.1324,6.99065,8297229813448507998,89268
gcc-release,dst,min,500000,500000,short,before,4,29.188,6.89621,8297229813448507998,89184
gcc-release,dst,min,500000,500000,short,after,4,27.1402,7.30902,8297229813448507998,85136
gcc-release,dst,min,500000,500000,short,after,5,27.7806,6.97046,8297229813448507998,85160
gcc-release,dst,min,500000,500000,short,before,5,29.529,7.07785,8297229813448507998,89104
gcc-release,dst,min,500000,100,random,before,0,29.7698,0.003265,6510695206153870241,85308
gcc-release,dst,min,500000,100,random,after,0,27.5726,0.003509,6510695206153870241,81360
gcc-release,dst,min,500000,100,random,after,1,27.2864,0.003218,6510695206153870241,81404
gcc-release,dst,min,500000,100,random,before,1,29.3424,0.005806,6510695206153870241,85144
gcc-release,dst,min,500000,100,random,before,2,28.753,0.003183,6510695206153870241,85260
gcc-release,dst,min,500000,100,random,after,2,26.5986,0.003363,6510695206153870241,81292
gcc-release,dst,min,500000,100,random,after,3,27.3619,0.00326,6510695206153870241,81364
gcc-release,dst,min,500000,100,random,before,3,28.7539,0.003837,6510695206153870241,85376
gcc-release,dst,min,500000,100,random,before,4,28.5235,0.003443,6510695206153870241,85380
gcc-release,dst,min,500000,100,random,after,4,26.8905,0.004595,6510695206153870241,81360
gcc-release,dst,min,500000,100,random,after,5,27.7519,0.004242,6510695206153870241,81308
gcc-release,dst,min,500000,100,random,before,5,29.0298,0.003124,6510695206153870241,85140
gcc-release,dst,sum,500000,500000,random,before,0,27.8845,7.10443,17032039528712304763,89192
gcc-release,dst,sum,500000,500000,random,after,0,36.7901,15.0349,17032039528712304763,85292
gcc-release,dst,sum,500000,500000,random,after,1,47.4954,13.2139,17032039528712304763,85136
gcc-release,dst,sum,500000,500000,random,before,1,28.162,7.17336,17032039528712304763,89160
gcc-release,dst,sum,500000,500000,random,before,2,43.7157,7.04377,17032039528712304763,89156
gcc-release,dst,sum,500000,500000,random,after,2,26.2786,7.62033,17032039528712304763,85140
gcc-release,dst,sum,500000,500000,random,after,3,25.9451,7.70203,17032039528712304763,85248
gcc-release,dst,sum,500000,500000,random,before,3,29.806,7.31288,17032039528712304763,89084
gcc-release,dst,sum,500000,500000,random,before,4,28.3319,7.71149,17032039528712304763,89144
gcc-release,dst,sum,500000,500000,random,after,4,27.3828,8.1572,17032039528712304763,85296
gcc-release,dst,sum,500000,500000,random,after,5,25.9414,7.604,17032039528712304763,85196
gcc-release,dst,sum,500000,500000,random,before,5,27.2707,6.99044,17032039528712304763,89192
gcc-release,dst,sum,500000,500000,short,before,0,27.5067,7.28866,9280008034577550675,89124
gcc-release,dst,sum,500000,500000,short,after,0,26.1683,6.70937,9280008034577550675,85252
gcc-release,dst,sum,500000,500000,short,after,1,26.9418,7.0352,9280008034577550675,85296
gcc-release,dst,sum,500000,500000,short,before,1,27.4982,6.59007,9280008034577550675,89092
gcc-release,dst,sum,500000,500000,short,before,2,27.993,6.24401,9280008034577550675,89200
gcc-release,dst,sum,500000,500000,short,after,2,25.9982,6.81959,9280008034577550675,85288
gcc-release,dst,sum,500000,500000,short,after,3,26.0158,6.70796,9280008034577550675,85136
gcc-release,dst,sum,500000,500000,short,before,3,28.2092,6.49972,9280008034577550675,89144
gcc-release,dst,sum,500000,500000,short,before,4,27.1884,6.75139,9280008034577550675,89196
gcc-release,dst,sum,500000,500000,short,after,4,26.0896,6.87317,9280008034577550675,85264
gcc-release,dst,sum,500000,500000,short,after,5,25.9186,6.74209,9280008034577550675,85136
gcc-release,dst,sum,500000,500000,short,before,5,28.3052,6.6365,9280008034577550675,89188
gcc-release,dst,sum,500000,100,random,before,0,27.5765,0.004153,1600832139740968335,85228
