config,structure,algebra,n,q,distribution,variant,run,build_ms,query_ms,checksum,peak_rss_kib
clang-release,linear,min,524289,500000,short,after,5,6.86318,3.80208,14492130117152109548,19572
clang-release,linear,min,524289,500000,short,before,5,7.26941,7.68431,14492130117152109548,20808
clang-release,linear,min,524289,500000,equal,before,0,3.86812,8.68036,16692229528249448416,20620
clang-release,linear,min,524289,500000,equal,after,0,3.35976,6.88309,16692229528249448416,19428
clang-release,linear,min,524289,500000,equal,after,1,3.52618,6.41389,16692229528249448416,19512
clang-release,linear,min,524289,500000,equal,before,1,4.04669,8.62344,16692229528249448416,20740
clang-release,linear,min,524289,500000,equal,before,2,3.6918,8.74567,16692229528249448416,20700
clang-release,linear,min,524289,500000,equal,after,2,3.53127,7.24923,16692229528249448416,19436
clang-release,linear,min,524289,500000,equal,after,3,3.52834,6.86999,16692229528249448416,19496
clang-release,linear,min,524289,500000,equal,before,3,4.00912,8.32065,16692229528249448416,20756
clang-release,linear,min,524289,500000,equal,before,4,3.99998,8.50859,16692229528249448416,20856
clang-release,linear,min,524289,500000,equal,after,4,3.04259,6.39505,16692229528249448416,19476
clang-release,linear,min,524289,500000,equal,after,5,3.4961,6.81571,16692229528249448416,19568
clang-release,linear,min,524289,500000,equal,before,5,4.20613,8.27765,16692229528249448416,20860
clang-release,linear,min,524289,500000,ascending,before,0,3.97318,7.07037,16692229528249448416,20852
clang-release,linear,min,524289,500000,ascending,after,0,2.93381,6.86826,16692229528249448416,19616
clang-release,linear,min,524289,500000,ascending,after,1,3.23024,5.7504,16692229528249448416,19432
clang-release,linear,min,524289,500000,ascending,before,1,3.2827,6.32409,16692229528249448416,20736
clang-release,linear,min,524289,500000,ascending,before,2,3.63292,6.55271,16692229528249448416,20700
clang-release,linear,min,524289,500000,ascending,after,2,3.48098,6.14407,16692229528249448416,19560
clang-release,linear,min,524289,500000,ascending,after,3,3.23779,5.72653,16692229528249448416,19512
clang-release,linear,min,524289,500000,ascending,before,3,3.1958,6.80338,16692229528249448416,20668
clang-release,linear,min,524289,500000,ascending,before,4,3.61682,6.1347,16692229528249448416,20752
clang-release,linear,min,524289,500000,ascending,after,4,2.77369,5.42984,16692229528249448416,19512
clang-release,linear,min,524289,500000,ascending,after,5,2.85965,6.7301,16692229528249448416,19388
clang-release,linear,min,524289,500000,ascending,before,5,3.8059,6.61905,16692229528249448416,20796
clang-release,linear,min,524289,500000,descending,before,0,4.44686,11.0335,9361325247145790409,20804
clang-release,linear,min,524289,500000,descending,after,0,3.84404,8.28315,9361325247145790409,19432
clang-release,linear,min,524289,500000,descending,after,1,3.69081,6.89351,9361325247145790409,19460
clang-release,linear,min,524289,500000,descending,before,1,4.34502,10.4198,9361325247145790409,20728
clang-release,linear,min,524289,500000,descending,before,2,4.513,7.59059,9361325247145790409,20732
clang-release,linear,min,524289,500000,descending,after,2,3.87507,8.16225,9361325247145790409,19496
clang-release,linear,min,524289,500000,descending,after,3,3.74525,8.03549,9361325247145790409,19556
clang-release,linear,min,524289,500000,descending,before,3,4.64806,10.8366,9361325247145790409,20808
clang-release,linear,min,524289,500000,descending,before,4,4.5136,10.0725,9361325247145790409,20732
clang-release,linear,min,524289,500000,descending,after,4,3.52816,7.62405,9361325247145790409,19460
clang-release,linear,min,524289,500000,descending,after,5,3.5288,6.42188,9361325247145790409,19504
clang-release,linear,min,524289,500000,descending,before,5,4.09177,7.02124,9361325247145790409,20804
gcc-assert,linear,min,500000,500000,random,before,0,6.64261,16.1325,18090683972228591405,20424
gcc-assert,linear,min,500000,500000,random,after,0,5.56969,11.0175,18090683972228591405,18544
gcc-assert,linear,min,500000,500000,random,after,1,5.41522,10.0168,18090683972228591405,18496
gcc-assert,linear,min,500000,500000,random,before,1,6.43699,15.6851,18090683972228591405,20412
gcc-assert,linear,min,500000,500000,random,before,2,6.35492,16.3061,18090683972228591405,20496
gcc-assert,linear,min,500000,500000,random,after,2,5.8215,10.431,18090683972228591405,18548
gcc-assert,linear,min,500000,500000,random,after,3,5.93336,12.1403,18090683972228591405,18572
gcc-assert,linear,min,500000,500000,random,before,3,7.06039,17.3923,18090683972228591405,20492
gcc-assert,linear,min,500000,500000,random,before,4,7.17977,21.2008,18090683972228591405,20432
gcc-assert,linear,min,500000,500000,random,after,4,5.9842,12.9875,18090683972228591405,18504
gcc-assert,linear,min,500000,500000,random,after,5,6.16858,11.7762,18090683972228591405,18376
gcc-assert,linear,min,500000,500000,random,before,5,7.00502,17.7411,18090683972228591405,20496
